child_name,filename,speaker,source,model_name,model_type,n_unique_nouns_in_session,tpr_the,tpr_a,tpr_overall,n_transitions_to_the,n_transitions_to_a,n_previous_a,n_previous_the,n_maintained,n_total,tpr
Dominic,./data/CHILDES/Manchester/Dominic/020007.cha,mother,human,Human,baseline_unrestricted,64,0.0,,0.0,0,0,1,0,1,1,0.0
Dominic,./data/CHILDES/Manchester/Dominic/020007.cha,other_adult,human,Human,baseline_unrestricted,64,,,,0,0,0,0,0,0,
Dominic,./data/CHILDES/Manchester/Dominic/011025.cha,child,human,Human,baseline_unrestricted,61,0.0,0.0,0.0,0,0,1,1,2,2,0.0
Dominic,./data/CHILDES/Manchester/Dominic/011025.cha,mother,human,Human,baseline_unrestricted,61,1.0,0.0,0.5,1,0,1,1,1,2,0.5
Dominic,./data/CHILDES/Manchester/Dominic/011025.cha,other_adult,human,Human,baseline_unrestricted,61,,,,0,0,0,0,0,0,
Dominic,./data/CHILDES/Manchester/Dominic/020028.cha,child,human,Human,baseline_unrestricted,38,,,,0,0,0,0,0,0,
Dominic,./data/CHILDES/Manchester/Dominic/020028.cha,mother,human,Human,baseline_unrestricted,38,,,,0,0,0,0,0,0,
Dominic,./data/CHILDES/Manchester/Dominic/020028.cha,other_adult,human,Human,baseline_unrestricted,38,,,,0,0,0,0,0,0,
Dominic,./data/CHILDES/Manchester/Dominic/020202.cha,child,human,Human,baseline_unrestricted,35,1.0,,1.0,2,0,2,0,0,2,1.0
Dominic,./data/CHILDES/Manchester/Dominic/020202.cha,mother,human,Human,baseline_unrestricted,35,,1.0,1.0,0,1,0,1,0,1,1.0
Dominic,./data/CHILDES/Manchester/Dominic/020202.cha,other_adult,human,Human,baseline_unrestricted,35,,,,0,0,0,0,0,0,
Dominic,./data/CHILDES/Manchester/Dominic/020216.cha,child,human,Human,baseline_unrestricted,51,,,,0,0,0,0,0,0,
Dominic,./data/CHILDES/Manchester/Dominic/020216.cha,mother,human,Human,baseline_unrestricted,51,,,,0,0,0,0,0,0,
Dominic,./data/CHILDES/Manchester/Dominic/020216.cha,other_adult,human,Human,baseline_unrestricted,51,,,,0,0,0,0,0,0,
Dominic,./data/CHILDES/Manchester/Dominic/020404.cha,child,human,Human,baseline_unrestricted,67,0.0,0.6,0.5,0,3,1,5,3,6,0.5
Dominic,./data/CHILDES/Manchester/Dominic/020404.cha,mother,human,Human,baseline_unrestricted,67,0.0,0.0,0.0,0,0,4,1,5,5,0.0
Dominic,./data/CHILDES/Manchester/Dominic/020404.cha,other_adult,human,Human,baseline_unrestricted,67,,,,0,0,0,0,0,0,
Dominic,./data/CHILDES/Manchester/Dominic/020613.cha,child,human,Human,baseline_unrestricted,64,0.2,0.2,0.2,1,1,5,5,8,10,0.2
Dominic,./data/CHILDES/Manchester/Dominic/020613.cha,mother,human,Human,baseline_unrestricted,64,0.5,0.4,0.4444444444444444,2,2,4,5,5,9,0.4444444444444444
Dominic,./data/CHILDES/Manchester/Dominic/020613.cha,other_adult,human,Human,baseline_unrestricted,64,,,,0,0,0,0,0,0,
Dominic,./data/CHILDES/Manchester/Dominic/020411.cha,child,human,Human,baseline_unrestricted,70,0.0,0.5,0.2857142857142857,0,2,3,4,5,7,0.2857142857142857
Dominic,./data/CHILDES/Manchester/Dominic/020411.cha,mother,human,Human,baseline_unrestricted,70,0.4,0.5,0.4444444444444444,2,2,5,4,5,9,0.4444444444444444
Dominic,./data/CHILDES/Manchester/Dominic/020411.cha,other_adult,human,Human,baseline_unrestricted,70,,,,0,0,0,0,0,0,
Dominic,./data/CHILDES/Manchester/Dominic/020822.cha,child,human,Human,baseline_unrestricted,67,0.16666666666666666,0.6666666666666666,0.26666666666666666,2,2,12,3,11,15,0.26666666666666666
Dominic,./data/CHILDES/Manchester/Dominic/020822.cha,mother,human,Human,baseline_unrestricted,67,0.21428571428571427,0.5,0.2777777777777778,3,2,14,4,13,18,0.2777777777777778
Dominic,./data/CHILDES/Manchester/Dominic/020822.cha,other_adult,human,Human,baseline_unrestricted,67,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020230.cha,child,human,Human,baseline_unrestricted,76,0.0,0.25,0.18181818181818182,0,2,3,8,9,11,0.18181818181818182
Becky,./data/CHILDES/Manchester/Becky/020230.cha,mother,human,Human,baseline_unrestricted,76,0.16666666666666666,0.0,0.1111111111111111,1,0,6,3,8,9,0.1111111111111111
Becky,./data/CHILDES/Manchester/Becky/020230.cha,other_adult,human,Human,baseline_unrestricted,76,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/021101.cha,child,human,Human,baseline_unrestricted,57,0.14285714285714285,0.6666666666666666,0.3,1,2,7,3,7,10,0.3
Becky,./data/CHILDES/Manchester/Becky/021101.cha,mother,human,Human,baseline_unrestricted,57,0.3,0.6666666666666666,0.38461538461538464,3,2,10,3,8,13,0.38461538461538464
Becky,./data/CHILDES/Manchester/Becky/021101.cha,other_adult,human,Human,baseline_unrestricted,57,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/021115.cha,child,human,Human,baseline_unrestricted,68,0.0,0.1111111111111111,0.05555555555555555,0,1,9,9,17,18,0.05555555555555555
Becky,./data/CHILDES/Manchester/Becky/021115.cha,mother,human,Human,baseline_unrestricted,68,0.16666666666666666,0.0,0.1,2,0,12,8,18,20,0.1
Becky,./data/CHILDES/Manchester/Becky/021115.cha,other_adult,human,Human,baseline_unrestricted,68,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020419.cha,child,human,Human,baseline_unrestricted,74,0.0,0.5,0.18181818181818182,0,2,7,4,9,11,0.18181818181818182
Becky,./data/CHILDES/Manchester/Becky/020419.cha,mother,human,Human,baseline_unrestricted,74,0.1111111111111111,0.5,0.18181818181818182,1,1,9,2,9,11,0.18181818181818182
Becky,./data/CHILDES/Manchester/Becky/020419.cha,other_adult,human,Human,baseline_unrestricted,74,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020222.cha,child,human,Human,baseline_unrestricted,97,0.0,0.0,0.0,0,0,5,2,7,7,0.0
Becky,./data/CHILDES/Manchester/Becky/020222.cha,mother,human,Human,baseline_unrestricted,97,0.2,0.0,0.125,1,0,5,3,7,8,0.125
Becky,./data/CHILDES/Manchester/Becky/020222.cha,other_adult,human,Human,baseline_unrestricted,97,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020816.cha,child,human,Human,baseline_unrestricted,65,0.2727272727272727,0.3333333333333333,0.2857142857142857,3,1,11,3,10,14,0.2857142857142857
Becky,./data/CHILDES/Manchester/Becky/020816.cha,mother,human,Human,baseline_unrestricted,65,0.07692307692307693,0.18181818181818182,0.125,1,2,13,11,21,24,0.125
Becky,./data/CHILDES/Manchester/Becky/020816.cha,other_adult,human,Human,baseline_unrestricted,65,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020802.cha,child,human,Human,baseline_unrestricted,74,0.14285714285714285,0.0,0.07142857142857142,1,0,7,7,13,14,0.07142857142857142
Becky,./data/CHILDES/Manchester/Becky/020802.cha,mother,human,Human,baseline_unrestricted,74,0.2727272727272727,0.2,0.25,3,1,11,5,12,16,0.25
Becky,./data/CHILDES/Manchester/Becky/020802.cha,other_adult,human,Human,baseline_unrestricted,74,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020619.cha,child,human,Human,baseline_unrestricted,67,0.125,0.0,0.07692307692307693,1,0,8,5,12,13,0.07692307692307693
Becky,./data/CHILDES/Manchester/Becky/020619.cha,mother,human,Human,baseline_unrestricted,67,0.2,0.2857142857142857,0.22727272727272727,3,2,15,7,17,22,0.22727272727272727
Becky,./data/CHILDES/Manchester/Becky/020619.cha,other_adult,human,Human,baseline_unrestricted,67,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020508.cha,child,human,Human,baseline_unrestricted,71,0.0,0.0,0.0,0,0,6,5,11,11,0.0
Becky,./data/CHILDES/Manchester/Becky/020508.cha,mother,human,Human,baseline_unrestricted,71,0.2,0.3333333333333333,0.23809523809523808,3,2,15,6,16,21,0.23809523809523808
Becky,./data/CHILDES/Manchester/Becky/020508.cha,other_adult,human,Human,baseline_unrestricted,71,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020124.cha,child,human,Human,baseline_unrestricted,84,,0.5,0.5,0,1,0,2,1,2,0.5
Becky,./data/CHILDES/Manchester/Becky/020124.cha,mother,human,Human,baseline_unrestricted,84,0.25,0.0,0.2,1,0,4,1,4,5,0.2
Becky,./data/CHILDES/Manchester/Becky/020124.cha,other_adult,human,Human,baseline_unrestricted,84,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020130.cha,child,human,Human,baseline_unrestricted,81,0.0,0.0,0.0,0,0,6,4,10,10,0.0
Becky,./data/CHILDES/Manchester/Becky/020130.cha,mother,human,Human,baseline_unrestricted,81,0.0,0.2,0.07692307692307693,0,1,8,5,12,13,0.07692307692307693
Becky,./data/CHILDES/Manchester/Becky/020130.cha,other_adult,human,Human,baseline_unrestricted,81,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020327.cha,child,human,Human,baseline_unrestricted,70,0.0625,0.42857142857142855,0.17391304347826086,1,3,16,7,19,23,0.17391304347826086
Becky,./data/CHILDES/Manchester/Becky/020327.cha,mother,human,Human,baseline_unrestricted,70,0.16666666666666666,0.0,0.13043478260869565,3,0,18,5,20,23,0.13043478260869565
Becky,./data/CHILDES/Manchester/Becky/020327.cha,other_adult,human,Human,baseline_unrestricted,70,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/021011.cha,child,human,Human,baseline_unrestricted,96,0.6,0.09090909090909091,0.3333333333333333,6,1,10,11,14,21,0.3333333333333333
Becky,./data/CHILDES/Manchester/Becky/021011.cha,mother,human,Human,baseline_unrestricted,96,0.125,0.3333333333333333,0.2608695652173913,1,5,8,15,17,23,0.2608695652173913
Becky,./data/CHILDES/Manchester/Becky/021011.cha,other_adult,human,Human,baseline_unrestricted,96,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020709.cha,child,human,Human,baseline_unrestricted,68,0.09090909090909091,0.6666666666666666,0.35,1,6,11,9,13,20,0.35
Becky,./data/CHILDES/Manchester/Becky/020709.cha,mother,human,Human,baseline_unrestricted,68,0.2857142857142857,0.14285714285714285,0.23809523809523808,4,1,14,7,16,21,0.23809523809523808
Becky,./data/CHILDES/Manchester/Becky/020709.cha,other_adult,human,Human,baseline_unrestricted,68,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020906.cha,child,human,Human,baseline_unrestricted,85,0.06666666666666667,0.5454545454545454,0.2692307692307692,1,6,15,11,19,26,0.2692307692307692
Becky,./data/CHILDES/Manchester/Becky/020906.cha,mother,human,Human,baseline_unrestricted,85,0.3125,0.1111111111111111,0.24,5,1,16,9,19,25,0.24
Becky,./data/CHILDES/Manchester/Becky/020906.cha,other_adult,human,Human,baseline_unrestricted,85,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/021012.cha,child,human,Human,baseline_unrestricted,68,0.08333333333333333,0.5714285714285714,0.2631578947368421,1,4,12,7,14,19,0.2631578947368421
Becky,./data/CHILDES/Manchester/Becky/021012.cha,mother,human,Human,baseline_unrestricted,68,0.07142857142857142,0.14285714285714285,0.09523809523809523,1,1,14,7,19,21,0.09523809523809523
Becky,./data/CHILDES/Manchester/Becky/021012.cha,other_adult,human,Human,baseline_unrestricted,68,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020913.cha,child,human,Human,baseline_unrestricted,72,0.16666666666666666,0.14285714285714285,0.15384615384615385,1,1,6,7,11,13,0.15384615384615385
Becky,./data/CHILDES/Manchester/Becky/020913.cha,mother,human,Human,baseline_unrestricted,72,0.2222222222222222,0.25,0.23076923076923078,2,1,9,4,10,13,0.23076923076923078
Becky,./data/CHILDES/Manchester/Becky/020913.cha,other_adult,human,Human,baseline_unrestricted,72,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020320.cha,child,human,Human,baseline_unrestricted,83,0.2222222222222222,0.4444444444444444,0.3333333333333333,2,4,9,9,12,18,0.3333333333333333
Becky,./data/CHILDES/Manchester/Becky/020320.cha,mother,human,Human,baseline_unrestricted,83,0.1875,0.3333333333333333,0.21052631578947367,3,1,16,3,15,19,0.21052631578947367
Becky,./data/CHILDES/Manchester/Becky/020320.cha,other_adult,human,Human,baseline_unrestricted,83,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020726.cha,child,human,Human,baseline_unrestricted,58,0.25,0.0,0.2,1,0,4,1,4,5,0.2
Becky,./data/CHILDES/Manchester/Becky/020726.cha,mother,human,Human,baseline_unrestricted,58,0.0,0.2,0.125,0,1,3,5,7,8,0.125
Becky,./data/CHILDES/Manchester/Becky/020726.cha,other_adult,human,Human,baseline_unrestricted,58,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020529.cha,child,human,Human,baseline_unrestricted,93,0.0,0.2,0.125,0,2,6,10,14,16,0.125
Becky,./data/CHILDES/Manchester/Becky/020529.cha,mother,human,Human,baseline_unrestricted,93,0.1,0.09090909090909091,0.0967741935483871,2,1,20,11,28,31,0.0967741935483871
Becky,./data/CHILDES/Manchester/Becky/020529.cha,other_adult,human,Human,baseline_unrestricted,93,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020501.cha,child,human,Human,baseline_unrestricted,74,0.2,0.0,0.14285714285714285,1,0,5,2,6,7,0.14285714285714285
Becky,./data/CHILDES/Manchester/Becky/020501.cha,mother,human,Human,baseline_unrestricted,74,0.45454545454545453,0.16666666666666666,0.35294117647058826,5,1,11,6,11,17,0.35294117647058826
Becky,./data/CHILDES/Manchester/Becky/020501.cha,other_adult,human,Human,baseline_unrestricted,74,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/021025.cha,child,human,Human,baseline_unrestricted,59,0.0,0.3333333333333333,0.25,0,2,2,6,6,8,0.25
Becky,./data/CHILDES/Manchester/Becky/021025.cha,mother,human,Human,baseline_unrestricted,59,0.2,0.0,0.14285714285714285,1,0,5,2,6,7,0.14285714285714285
Becky,./data/CHILDES/Manchester/Becky/021025.cha,other_adult,human,Human,baseline_unrestricted,59,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020111.cha,child,human,Human,baseline_unrestricted,80,0.0,0.0,0.0,0,0,1,6,7,7,0.0
Becky,./data/CHILDES/Manchester/Becky/020111.cha,mother,human,Human,baseline_unrestricted,80,0.2857142857142857,0.0,0.14285714285714285,2,0,7,7,12,14,0.14285714285714285
Becky,./data/CHILDES/Manchester/Becky/020111.cha,other_adult,human,Human,baseline_unrestricted,80,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020306.cha,child,human,Human,baseline_unrestricted,59,0.0,0.4,0.2222222222222222,0,2,4,5,7,9,0.2222222222222222
Becky,./data/CHILDES/Manchester/Becky/020306.cha,mother,human,Human,baseline_unrestricted,59,0.5,0.0,0.2222222222222222,2,0,4,5,7,9,0.2222222222222222
Becky,./data/CHILDES/Manchester/Becky/020306.cha,other_adult,human,Human,baseline_unrestricted,59,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020702.cha,child,human,Human,baseline_unrestricted,59,0.08333333333333333,0.5,0.14285714285714285,1,1,12,2,12,14,0.14285714285714285
Becky,./data/CHILDES/Manchester/Becky/020702.cha,mother,human,Human,baseline_unrestricted,59,0.0625,0.3333333333333333,0.13636363636363635,1,2,16,6,19,22,0.13636363636363635
Becky,./data/CHILDES/Manchester/Becky/020702.cha,other_adult,human,Human,baseline_unrestricted,59,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020629.cha,child,human,Human,baseline_unrestricted,63,0.2,0.0,0.14285714285714285,2,0,10,4,12,14,0.14285714285714285
Becky,./data/CHILDES/Manchester/Becky/020629.cha,mother,human,Human,baseline_unrestricted,63,0.3,0.2,0.26666666666666666,3,1,10,5,11,15,0.26666666666666666
Becky,./data/CHILDES/Manchester/Becky/020629.cha,other_adult,human,Human,baseline_unrestricted,63,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020007.cha,child,human,Human,baseline_unrestricted,67,0.0,1.0,0.3,0,3,7,3,7,10,0.3
Becky,./data/CHILDES/Manchester/Becky/020007.cha,mother,human,Human,baseline_unrestricted,67,0.5,0.0,0.4666666666666667,7,0,14,1,8,15,0.4666666666666667
Becky,./data/CHILDES/Manchester/Becky/020007.cha,other_adult,human,Human,baseline_unrestricted,67,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020830.cha,child,human,Human,baseline_unrestricted,65,0.0,0.6666666666666666,0.15384615384615385,0,2,10,3,11,13,0.15384615384615385
Becky,./data/CHILDES/Manchester/Becky/020830.cha,mother,human,Human,baseline_unrestricted,65,0.17647058823529413,0.4,0.22727272727272727,3,2,17,5,17,22,0.22727272727272727
Becky,./data/CHILDES/Manchester/Becky/020830.cha,other_adult,human,Human,baseline_unrestricted,65,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020428.cha,child,human,Human,baseline_unrestricted,71,0.2222222222222222,0.0,0.13333333333333333,2,0,9,6,13,15,0.13333333333333333
Becky,./data/CHILDES/Manchester/Becky/020428.cha,mother,human,Human,baseline_unrestricted,71,0.3333333333333333,0.0,0.2222222222222222,4,0,12,6,14,18,0.2222222222222222
Becky,./data/CHILDES/Manchester/Becky/020428.cha,other_adult,human,Human,baseline_unrestricted,71,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020014.cha,child,human,Human,baseline_unrestricted,81,0.0,0.6666666666666666,0.4,0,4,4,6,6,10,0.4
Becky,./data/CHILDES/Manchester/Becky/020014.cha,mother,human,Human,baseline_unrestricted,81,0.125,0.0,0.09090909090909091,1,0,8,3,10,11,0.09090909090909091
Becky,./data/CHILDES/Manchester/Becky/020014.cha,other_adult,human,Human,baseline_unrestricted,81,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020028.cha,child,human,Human,baseline_unrestricted,83,0.25,0.0,0.2222222222222222,2,0,8,1,7,9,0.2222222222222222
Becky,./data/CHILDES/Manchester/Becky/020028.cha,mother,human,Human,baseline_unrestricted,83,0.0,0.0,0.0,0,0,9,5,14,14,0.0
Becky,./data/CHILDES/Manchester/Becky/020028.cha,other_adult,human,Human,baseline_unrestricted,83,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/021108.cha,child,human,Human,baseline_unrestricted,75,0.09090909090909091,0.5,0.2631578947368421,1,4,11,8,14,19,0.2631578947368421
Becky,./data/CHILDES/Manchester/Becky/021108.cha,mother,human,Human,baseline_unrestricted,75,0.4444444444444444,0.2,0.35714285714285715,4,1,9,5,9,14,0.35714285714285715
Becky,./data/CHILDES/Manchester/Becky/021108.cha,other_adult,human,Human,baseline_unrestricted,75,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020215.cha,child,human,Human,baseline_unrestricted,58,0.0,0.0,0.0,0,0,3,4,7,7,0.0
Becky,./data/CHILDES/Manchester/Becky/020215.cha,mother,human,Human,baseline_unrestricted,58,0.2,0.0,0.125,1,0,5,3,7,8,0.125
Becky,./data/CHILDES/Manchester/Becky/020215.cha,other_adult,human,Human,baseline_unrestricted,58,,,,0,0,0,0,0,0,
Becky,./data/CHILDES/Manchester/Becky/020605.cha,child,human,Human,baseline_unrestricted,69,0.125,0.16666666666666666,0.14285714285714285,1,1,8,6,12,14,0.14285714285714285
Becky,./data/CHILDES/Manchester/Becky/020605.cha,mother,human,Human,baseline_unrestricted,69,0.25,0.25,0.25,2,2,8,8,12,16,0.25
Becky,./data/CHILDES/Manchester/Becky/020605.cha,other_adult,human,Human,baseline_unrestricted,69,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020230.cha,child,human,Human,baseline_unrestricted,71,0.1,0.0,0.0625,1,0,10,6,15,16,0.0625
Liz,./data/CHILDES/Manchester/Liz/020230.cha,mother,human,Human,baseline_unrestricted,71,0.2727272727272727,0.2222222222222222,0.25,3,2,11,9,15,20,0.25
Liz,./data/CHILDES/Manchester/Liz/020230.cha,other_adult,human,Human,baseline_unrestricted,71,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020021.cha,child,human,Human,baseline_unrestricted,62,0.0,0.5,0.16666666666666666,0,1,4,2,5,6,0.16666666666666666
Liz,./data/CHILDES/Manchester/Liz/020021.cha,mother,human,Human,baseline_unrestricted,62,0.5,0.0,0.4,2,0,4,1,3,5,0.4
Liz,./data/CHILDES/Manchester/Liz/020021.cha,other_adult,human,Human,baseline_unrestricted,62,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020223.cha,child,human,Human,baseline_unrestricted,56,0.16666666666666666,0.5,0.3,1,2,6,4,7,10,0.3
Liz,./data/CHILDES/Manchester/Liz/020223.cha,mother,human,Human,baseline_unrestricted,56,0.2222222222222222,0.0,0.15384615384615385,2,0,9,4,11,13,0.15384615384615385
Liz,./data/CHILDES/Manchester/Liz/020223.cha,other_adult,human,Human,baseline_unrestricted,56,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020828.cha,child,human,Human,baseline_unrestricted,80,0.045454545454545456,0.3333333333333333,0.08,1,1,22,3,23,25,0.08
Liz,./data/CHILDES/Manchester/Liz/020828.cha,mother,human,Human,baseline_unrestricted,80,0.0,0.0,0.0,0,0,24,2,26,26,0.0
Liz,./data/CHILDES/Manchester/Liz/020828.cha,other_adult,human,Human,baseline_unrestricted,80,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020814.cha,child,human,Human,baseline_unrestricted,65,0.0,0.5,0.18181818181818182,0,2,7,4,9,11,0.18181818181818182
Liz,./data/CHILDES/Manchester/Liz/020814.cha,mother,human,Human,baseline_unrestricted,65,0.25,0.0,0.2222222222222222,2,0,8,1,7,9,0.2222222222222222
Liz,./data/CHILDES/Manchester/Liz/020814.cha,other_adult,human,Human,baseline_unrestricted,65,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020800.cha,child,human,Human,baseline_unrestricted,77,0.1,0.2,0.15,1,2,10,10,17,20,0.15
Liz,./data/CHILDES/Manchester/Liz/020800.cha,mother,human,Human,baseline_unrestricted,77,0.26666666666666666,0.2,0.25,4,1,15,5,15,20,0.25
Liz,./data/CHILDES/Manchester/Liz/020800.cha,other_adult,human,Human,baseline_unrestricted,77,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020626.cha,child,human,Human,baseline_unrestricted,80,0.2,0.0,0.1,1,0,5,5,9,10,0.1
Liz,./data/CHILDES/Manchester/Liz/020626.cha,mother,human,Human,baseline_unrestricted,80,0.3,0.0,0.1875,3,0,10,6,13,16,0.1875
Liz,./data/CHILDES/Manchester/Liz/020626.cha,other_adult,human,Human,baseline_unrestricted,80,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020424.cha,child,human,Human,baseline_unrestricted,82,0.0,0.25,0.14285714285714285,0,2,6,8,12,14,0.14285714285714285
Liz,./data/CHILDES/Manchester/Liz/020424.cha,mother,human,Human,baseline_unrestricted,82,0.3333333333333333,0.2857142857142857,0.3125,3,2,9,7,11,16,0.3125
Liz,./data/CHILDES/Manchester/Liz/020424.cha,other_adult,human,Human,baseline_unrestricted,82,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020209.cha,child,human,Human,baseline_unrestricted,45,0.0,0.0,0.0,0,0,1,4,5,5,0.0
Liz,./data/CHILDES/Manchester/Liz/020209.cha,mother,human,Human,baseline_unrestricted,45,0.0,0.0,0.0,0,0,3,5,8,8,0.0
Liz,./data/CHILDES/Manchester/Liz/020209.cha,other_adult,human,Human,baseline_unrestricted,45,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020125.cha,child,human,Human,baseline_unrestricted,67,0.0,0.16666666666666666,0.14285714285714285,0,1,1,6,6,7,0.14285714285714285
Liz,./data/CHILDES/Manchester/Liz/020125.cha,mother,human,Human,baseline_unrestricted,67,0.0,0.0,0.0,0,0,3,4,7,7,0.0
Liz,./data/CHILDES/Manchester/Liz/020125.cha,other_adult,human,Human,baseline_unrestricted,67,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020327.cha,child,human,Human,baseline_unrestricted,75,0.0,0.0,0.0,0,0,4,9,13,13,0.0
Liz,./data/CHILDES/Manchester/Liz/020327.cha,mother,human,Human,baseline_unrestricted,75,0.125,0.0,0.05263157894736842,1,0,8,11,18,19,0.05263157894736842
Liz,./data/CHILDES/Manchester/Liz/020327.cha,other_adult,human,Human,baseline_unrestricted,75,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/021011.cha,child,human,Human,baseline_unrestricted,33,,0.5,0.5,0,1,0,2,1,2,0.5
Liz,./data/CHILDES/Manchester/Liz/021011.cha,mother,human,Human,baseline_unrestricted,33,,0.5,0.5,0,3,0,6,3,6,0.5
Liz,./data/CHILDES/Manchester/Liz/021011.cha,other_adult,human,Human,baseline_unrestricted,33,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020904.cha,child,human,Human,baseline_unrestricted,66,0.23529411764705882,0.6,0.37037037037037035,4,6,17,10,17,27,0.37037037037037035
Liz,./data/CHILDES/Manchester/Liz/020904.cha,mother,human,Human,baseline_unrestricted,66,0.22727272727272727,0.6,0.2962962962962963,5,3,22,5,19,27,0.2962962962962963
Liz,./data/CHILDES/Manchester/Liz/020904.cha,other_adult,human,Human,baseline_unrestricted,66,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020522.cha,child,human,Human,baseline_unrestricted,96,0.125,0.3333333333333333,0.23529411764705882,1,3,8,9,13,17,0.23529411764705882
Liz,./data/CHILDES/Manchester/Liz/020522.cha,mother,human,Human,baseline_unrestricted,96,0.375,0.0,0.3,6,0,16,4,14,20,0.3
Liz,./data/CHILDES/Manchester/Liz/020522.cha,other_adult,human,Human,baseline_unrestricted,96,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/011116.cha,child,human,Human,baseline_unrestricted,87,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/011116.cha,mother,human,Human,baseline_unrestricted,87,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/011116.cha,other_adult,human,Human,baseline_unrestricted,87,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020717.cha,child,human,Human,baseline_unrestricted,69,0.18181818181818182,0.8,0.375,2,4,11,5,10,16,0.375
Liz,./data/CHILDES/Manchester/Liz/020717.cha,mother,human,Human,baseline_unrestricted,69,0.14285714285714285,0.0,0.10526315789473684,2,0,14,5,17,19,0.10526315789473684
Liz,./data/CHILDES/Manchester/Liz/020717.cha,other_adult,human,Human,baseline_unrestricted,69,,,,0,0,0,0,0,0,
Liz,./data/CHILDES/Manchester/Liz/020703.cha,child,human,Human,baseline_unrestricted,54,0.18181818181818182,0.0,0.15384615384615385,2,0,11,2,11,13,0.15384615384615385
Liz,./data/CHILDES/Manchester/Liz/020703.cha,mother,human,Human,baseline_unrestricted,54,0.16666666666666666,0.0,0.125,1,0,6,2,7,8,0.125
Liz,./data/CHILDES/Manchester/Liz/020703.cha,other_adult,human,Human,baseline_unrestricted,54,,,,0,0,0,0,0,0,
